task_name,try_times,action_lib_num,condition_lib_num,expanded_num,act_num,success_or_not
task4,1,4.0,5.0,-1.0,-1.0,False
task4,2,5.0,7.0,-1.0,-1.0,False
task4,3,6.0,7.0,200.0,8.0,True
task4,4,6.0,7.0,54.0,0.0,False
task4,5,5.0,6.0,-1.0,-1.0,False
task4,6,4.0,7.0,5.0,0.0,False
task4,7,4.0,4.0,-1.0,-1.0,False
task4,8,4.0,7.0,6.0,0.0,False
task4,9,5.0,7.0,34.0,0.0,False
task4,10,5.0,7.0,12.0,0.0,False
task4,-1,4.8,6.4,30.7,0.4,False
