task_name,try_times,action_lib_num,condition_lib_num,expanded_num,act_num,success_or_not
task5,1,6.0,7.0,88.0,0.0,False
task5,2,6.0,7.0,469.0,11.0,True
task5,3,6.0,7.0,55.0,0.0,False
task5,4,6.0,7.0,469.0,11.0,True
task5,5,6.0,7.0,469.0,11.0,True
task5,6,6.0,7.0,469.0,11.0,True
task5,7,6.0,7.0,295.0,0.0,False
task5,8,6.0,7.0,88.0,0.0,False
task5,9,6.0,7.0,295.0,0.0,False
task5,10,6.0,7.0,88.0,0.0,False
task5,-1,6.0,7.0,278.5,4.4,False
