task_name,try_times,action_lib_num,condition_lib_num,expanded_num,act_num,success_or_not
task3,1,3.0,5.0,9.0,4.0,True
task3,2,3.0,3.0,9.0,4.0,True
task3,3,3.0,3.0,9.0,4.0,True
task3,4,4.0,4.0,9.0,4.0,True
task3,5,3.0,3.0,9.0,4.0,True
task3,6,3.0,5.0,9.0,4.0,True
task3,7,3.0,5.0,5.0,2.0,True
task3,8,3.0,3.0,9.0,4.0,True
task3,9,3.0,2.0,-1.0,-1.0,False
task3,10,3.0,3.0,9.0,4.0,True
task3,-1,3.1,3.6,7.6,3.3,True
