task_name,try_times,action_lib_num,condition_lib_num,expanded_num,act_num,success_or_not
task2,1,4.0,5.0,5.0,4.0,True
task2,2,4.0,5.0,5.0,4.0,True
task2,3,2.0,2.0,3.0,0.0,False
task2,4,4.0,5.0,5.0,4.0,True
task2,5,4.0,5.0,5.0,4.0,True
task2,6,4.0,5.0,5.0,4.0,True
task2,7,4.0,5.0,5.0,4.0,True
task2,8,4.0,5.0,5.0,4.0,True
task2,9,4.0,5.0,5.0,4.0,True
task2,10,4.0,5.0,5.0,4.0,True
task2,-1,3.8,4.7,4.8,3.6,True
