task_name,try_times,action_lib_num,condition_lib_num,expanded_num,act_num,success_or_not
task3,1,4.0,6.0,9.0,4.0,True
task3,2,5.0,6.0,3.0,0.0,False
task3,3,5.0,6.0,-1.0,-1.0,False
task3,4,4.0,6.0,9.0,4.0,True
task3,5,4.0,6.0,9.0,0.0,False
task3,6,4.0,4.0,9.0,4.0,True
task3,7,5.0,6.0,3.0,0.0,False
task3,8,5.0,6.0,9.0,4.0,True
task3,9,4.0,4.0,9.0,4.0,True
task3,10,5.0,6.0,9.0,4.0,True

