task_name,try_times,action_lib_num,condition_lib_num,expanded_num,act_num,success_or_not
task2,1,3.0,3.0,-1.0,-1.0,False
task2,2,3.0,5.0,5.0,2.0,True
task2,3,3.0,5.0,5.0,0.0,False
task2,4,3.0,5.0,5.0,2.0,True
task2,5,3.0,5.0,5.0,2.0,True
task2,6,3.0,3.0,1.0,0.0,False
task2,7,2.0,3.0,2.0,0.0,False
task2,8,3.0,6.0,1.0,0.0,False
task2,9,3.0,6.0,1.0,0.0,False
task2,10,3.0,3.0,-1.0,-1.0,False
task2,-1,3.0,5.0,5.0,2.0,False
